,sender prefixes,nb of bytes,% of traffic (bytes)
18430,81.148.0.0,395,1.2356798976126247e-08
5166,53.225.0.0,395,1.2356798976126247e-08
7428,49.143.0.0,394,1.232551594074365e-08
19757,97.139.0.0,394,1.232551594074365e-08
30359,220.191.0.0,394,1.232551594074365e-08
30365,220.119.0.0,394,1.232551594074365e-08
27932,220.8.0.0,394,1.232551594074365e-08
6444,170.93.0.0,394,1.232551594074365e-08
29874,216.46.0.0,394,1.232551594074365e-08
16181,206.107.0.0,392,1.2262949869978453e-08
27162,121.17.0.0,392,1.2262949869978453e-08
16938,22.167.0.0,392,1.2262949869978453e-08
26200,94.130.0.0,392,1.2262949869978453e-08
3789,197.173.0.0,392,1.2262949869978453e-08
3655,186.184.0.0,392,1.2262949869978453e-08
21853,167.193.0.0,392,1.2262949869978453e-08
21046,81.249.0.0,392,1.2262949869978453e-08
6149,185.125.0.0,392,1.2262949869978453e-08
21122,216.31.0.0,391,1.2231666834595856e-08
18648,191.177.0.0,391,1.2231666834595856e-08
3754,60.90.0.0,390,1.2200383799213259e-08
25532,22.30.0.0,390,1.2200383799213259e-08
21054,139.52.0.0,390,1.2200383799213259e-08
1252,177.128.0.0,390,1.2200383799213259e-08
16246,132.104.0.0,389,1.216910076383066e-08
17092,49.226.0.0,388,1.2137817728448062e-08
3773,79.103.0.0,388,1.2137817728448062e-08
28147,13.70.0.0,388,1.2137817728448062e-08
25143,164.87.0.0,388,1.2137817728448062e-08
10808,39.68.0.0,388,1.2137817728448062e-08
26619,137.92.0.0,388,1.2137817728448062e-08
12923,216.81.0.0,388,1.2137817728448062e-08
26509,87.52.0.0,384,1.2012685586917668e-08
24591,171.137.0.0,384,1.2012685586917668e-08
21183,42.131.0.0,384,1.2012685586917668e-08
20727,164.151.0.0,384,1.2012685586917668e-08
14670,217.35.0.0,384,1.2012685586917668e-08
27901,163.199.0.0,384,1.2012685586917668e-08
27878,85.255.0.0,384,1.2012685586917668e-08
27473,85.69.0.0,384,1.2012685586917668e-08
22082,171.46.0.0,384,1.2012685586917668e-08
29718,127.51.0.0,384,1.2012685586917668e-08
24136,163.254.0.0,384,1.2012685586917668e-08
29335,22.227.0.0,384,1.2012685586917668e-08
6759,211.15.0.0,384,1.2012685586917668e-08
28534,65.139.0.0,384,1.2012685586917668e-08
17923,90.128.0.0,384,1.2012685586917668e-08
29275,103.31.0.0,384,1.2012685586917668e-08
28743,81.134.0.0,384,1.2012685586917668e-08
28531,16.12.0.0,384,1.2012685586917668e-08
29960,50.36.0.0,384,1.2012685586917668e-08
10187,168.84.0.0,384,1.2012685586917668e-08
26909,168.127.0.0,384,1.2012685586917668e-08
26722,187.130.0.0,384,1.2012685586917668e-08
25744,145.94.0.0,384,1.2012685586917668e-08
28611,116.89.0.0,384,1.2012685586917668e-08
13439,64.144.0.0,384,1.2012685586917668e-08
23960,221.22.0.0,384,1.2012685586917668e-08
29111,114.217.0.0,384,1.2012685586917668e-08
29862,216.45.0.0,384,1.2012685586917668e-08
29610,211.59.0.0,384,1.2012685586917668e-08
24878,61.117.0.0,383,1.198140255153507e-08
11750,81.250.0.0,383,1.198140255153507e-08
30268,84.32.0.0,383,1.198140255153507e-08
29515,216.75.0.0,383,1.198140255153507e-08
24740,117.165.0.0,382,1.1950119516152473e-08
15333,148.53.0.0,382,1.1950119516152473e-08
1607,251.184.0.0,382,1.1950119516152473e-08
18265,32.124.0.0,382,1.1950119516152473e-08
5013,128.167.0.0,380,1.1887553445387276e-08
3916,210.170.0.0,380,1.1887553445387276e-08
17536,150.37.0.0,380,1.1887553445387276e-08
2258,180.85.0.0,380,1.1887553445387276e-08
29609,114.27.0.0,380,1.1887553445387276e-08
28430,193.204.0.0,380,1.1887553445387276e-08
5768,153.40.0.0,380,1.1887553445387276e-08
17395,45.164.0.0,380,1.1887553445387276e-08
26692,113.134.0.0,380,1.1887553445387276e-08
29837,73.55.0.0,380,1.1887553445387276e-08
13069,121.11.0.0,380,1.1887553445387276e-08
12391,186.171.0.0,378,1.182498737462208e-08
6581,160.171.0.0,378,1.182498737462208e-08
24519,100.125.0.0,376,1.1762421303856885e-08
10984,136.192.0.0,376,1.1762421303856885e-08
30290,105.239.0.0,376,1.1762421303856885e-08
13014,57.166.0.0,376,1.1762421303856885e-08
6634,33.50.0.0,374,1.1699855233091689e-08
27429,125.58.0.0,374,1.1699855233091689e-08
26923,118.77.0.0,374,1.1699855233091689e-08
29737,152.114.0.0,372,1.1637289162326492e-08
5010,52.54.0.0,372,1.1637289162326492e-08
15708,136.232.0.0,372,1.1637289162326492e-08
29513,59.84.0.0,372,1.1637289162326492e-08
19869,83.240.0.0,372,1.1637289162326492e-08
1788,139.101.0.0,372,1.1637289162326492e-08
15057,226.12.0.0,370,1.1574723091561294e-08
27493,200.149.0.0,370,1.1574723091561294e-08
29651,162.79.0.0,370,1.1574723091561294e-08
9048,60.5.0.0,370,1.1574723091561294e-08
26031,200.146.0.0,370,1.1574723091561294e-08
28562,218.207.0.0,370,1.1574723091561294e-08
18040,195.64.0.0,370,1.1574723091561294e-08
27343,111.159.0.0,370,1.1574723091561294e-08
24924,216.194.0.0,368,1.15121570207961e-08
6163,70.164.0.0,368,1.15121570207961e-08
15530,216.132.0.0,368,1.15121570207961e-08
22375,127.176.0.0,368,1.15121570207961e-08
29868,74.47.0.0,368,1.15121570207961e-08
29086,161.17.0.0,368,1.15121570207961e-08
13901,224.199.0.0,368,1.15121570207961e-08
4082,130.29.0.0,368,1.15121570207961e-08
29953,86.186.0.0,368,1.15121570207961e-08
28600,81.110.0.0,368,1.15121570207961e-08
938,129.250.0.0,368,1.15121570207961e-08
21048,221.33.0.0,368,1.15121570207961e-08
27786,117.175.0.0,368,1.15121570207961e-08
10878,179.105.0.0,368,1.15121570207961e-08
6631,190.246.0.0,368,1.15121570207961e-08
25359,75.23.0.0,367,1.14808739854135e-08
23901,110.10.0.0,366,1.1449590950030903e-08
5235,185.246.0.0,366,1.1449590950030903e-08
27471,81.209.0.0,366,1.1449590950030903e-08
27737,216.19.0.0,366,1.1449590950030903e-08
16334,55.53.0.0,366,1.1449590950030903e-08
28029,164.40.0.0,364,1.1387024879265706e-08
15868,138.34.0.0,364,1.1387024879265706e-08
11250,38.150.0.0,364,1.1387024879265706e-08
30594,158.135.0.0,364,1.1387024879265706e-08
1322,131.54.0.0,362,1.132445880850051e-08
29768,119.245.0.0,360,1.1261892737735314e-08
783,46.175.0.0,360,1.1261892737735314e-08
30775,75.246.0.0,360,1.1261892737735314e-08
30051,64.156.0.0,360,1.1261892737735314e-08
3723,182.24.0.0,360,1.1261892737735314e-08
4817,121.167.0.0,360,1.1261892737735314e-08
29781,216.50.0.0,360,1.1261892737735314e-08
5440,117.157.0.0,360,1.1261892737735314e-08
1728,49.23.0.0,360,1.1261892737735314e-08
10171,116.183.0.0,360,1.1261892737735314e-08
6600,130.123.0.0,360,1.1261892737735314e-08
15822,148.30.0.0,360,1.1261892737735314e-08
20933,152.150.0.0,360,1.1261892737735314e-08
18059,205.134.0.0,360,1.1261892737735314e-08
7432,175.117.0.0,360,1.1261892737735314e-08
6432,237.231.0.0,360,1.1261892737735314e-08
10211,208.13.0.0,360,1.1261892737735314e-08
6584,32.113.0.0,360,1.1261892737735314e-08
8082,189.124.0.0,360,1.1261892737735314e-08
18394,81.221.0.0,360,1.1261892737735314e-08
26352,5.93.0.0,360,1.1261892737735314e-08
16202,114.93.0.0,360,1.1261892737735314e-08
7382,184.181.0.0,360,1.1261892737735314e-08
20549,74.5.0.0,358,1.1199326666970119e-08
27998,210.251.0.0,358,1.1199326666970119e-08
1612,139.86.0.0,358,1.1199326666970119e-08
7375,141.163.0.0,356,1.113676059620492e-08
9973,148.63.0.0,356,1.113676059620492e-08
19042,183.91.0.0,356,1.113676059620492e-08
16169,130.157.0.0,356,1.113676059620492e-08
26678,173.65.0.0,356,1.113676059620492e-08
29548,211.159.0.0,356,1.113676059620492e-08
25129,13.224.0.0,356,1.113676059620492e-08
30166,167.65.0.0,354,1.1074194525439726e-08
28519,184.37.0.0,354,1.1074194525439726e-08
28606,209.222.0.0,354,1.1074194525439726e-08
19446,158.65.0.0,354,1.1074194525439726e-08
20235,73.108.0.0,354,1.1074194525439726e-08
14698,224.157.0.0,354,1.1074194525439726e-08
15842,130.153.0.0,353,1.1042911490057127e-08
5018,32.184.0.0,353,1.1042911490057127e-08
29901,167.133.0.0,352,1.101162845467453e-08
27481,221.165.0.0,352,1.101162845467453e-08
28656,170.61.0.0,350,1.0949062383909333e-08
23923,142.228.0.0,350,1.0949062383909333e-08
1862,119.6.0.0,350,1.0949062383909333e-08
6388,185.219.0.0,350,1.0949062383909333e-08
5395,138.142.0.0,350,1.0949062383909333e-08
29169,207.165.0.0,350,1.0949062383909333e-08
7436,141.143.0.0,350,1.0949062383909333e-08
30834,189.215.0.0,350,1.0949062383909333e-08
3772,130.136.0.0,348,1.0886496313144137e-08
10139,38.249.0.0,348,1.0886496313144137e-08
5000,149.134.0.0,348,1.0886496313144137e-08
15809,173.140.0.0,348,1.0886496313144137e-08
27054,179.225.0.0,348,1.0886496313144137e-08
4131,149.209.0.0,348,1.0886496313144137e-08
4848,136.61.0.0,348,1.0886496313144137e-08
28269,160.152.0.0,348,1.0886496313144137e-08
17408,131.94.0.0,348,1.0886496313144137e-08
24738,118.96.0.0,348,1.0886496313144137e-08
28109,204.54.0.0,348,1.0886496313144137e-08
10562,38.143.0.0,348,1.0886496313144137e-08
24905,160.246.0.0,348,1.0886496313144137e-08
24816,78.195.0.0,348,1.0886496313144137e-08
18190,42.200.0.0,348,1.0886496313144137e-08
5458,38.137.0.0,348,1.0886496313144137e-08
24200,108.187.0.0,348,1.0886496313144137e-08
10533,138.208.0.0,348,1.0886496313144137e-08
6148,130.116.0.0,348,1.0886496313144137e-08
10940,226.102.0.0,348,1.0886496313144137e-08
30084,22.202.0.0,348,1.0886496313144137e-08
1240,129.28.0.0,348,1.0886496313144137e-08
29478,84.56.0.0,348,1.0886496313144137e-08
30217,173.110.0.0,348,1.0886496313144137e-08
29265,163.135.0.0,348,1.0886496313144137e-08
11582,61.175.0.0,348,1.0886496313144137e-08
7874,160.136.0.0,348,1.0886496313144137e-08
1538,37.201.0.0,348,1.0886496313144137e-08
30046,144.3.0.0,348,1.0886496313144137e-08
6587,130.31.0.0,348,1.0886496313144137e-08
16474,212.230.0.0,348,1.0886496313144137e-08
5101,136.29.0.0,348,1.0886496313144137e-08
849,34.185.0.0,348,1.0886496313144137e-08
1624,118.130.0.0,348,1.0886496313144137e-08
29915,59.91.0.0,348,1.0886496313144137e-08
12893,38.85.0.0,348,1.0886496313144137e-08
30236,117.49.0.0,348,1.0886496313144137e-08
22321,131.255.0.0,347,1.0855213277761539e-08
6775,177.246.0.0,347,1.0855213277761539e-08
29595,48.45.0.0,346,1.082393024237894e-08
30454,221.16.0.0,346,1.082393024237894e-08
27448,200.19.0.0,346,1.082393024237894e-08
6609,190.132.0.0,346,1.082393024237894e-08
28207,210.211.0.0,346,1.082393024237894e-08
26679,58.154.0.0,346,1.082393024237894e-08
30625,211.30.0.0,346,1.082393024237894e-08
30691,73.79.0.0,346,1.082393024237894e-08
28459,210.229.0.0,346,1.082393024237894e-08
30345,221.41.0.0,346,1.082393024237894e-08
29829,90.131.0.0,346,1.082393024237894e-08
15991,194.233.0.0,346,1.082393024237894e-08
1345,195.116.0.0,346,1.082393024237894e-08
12388,132.109.0.0,346,1.082393024237894e-08
4157,133.126.0.0,346,1.082393024237894e-08
27977,58.110.0.0,346,1.082393024237894e-08
3740,129.245.0.0,346,1.082393024237894e-08
10901,116.192.0.0,346,1.082393024237894e-08
10810,43.241.0.0,345,1.0792647206996343e-08
16760,184.39.0.0,344,1.0761364171613745e-08
30129,107.162.0.0,344,1.0761364171613745e-08
17994,120.44.0.0,344,1.0761364171613745e-08
5771,147.252.0.0,344,1.0761364171613745e-08
14299,32.234.0.0,343,1.0730081136231146e-08
29701,204.141.0.0,343,1.0730081136231146e-08
27337,96.39.0.0,342,1.0698798100848549e-08
7219,185.101.0.0,342,1.0698798100848549e-08
28018,99.137.0.0,342,1.0698798100848549e-08
30609,210.254.0.0,342,1.0698798100848549e-08
26561,174.46.0.0,342,1.0698798100848549e-08
21720,204.53.0.0,342,1.0698798100848549e-08
5799,197.219.0.0,342,1.0698798100848549e-08
30259,147.147.0.0,340,1.0636232030083352e-08
28497,122.174.0.0,340,1.0636232030083352e-08
28236,121.54.0.0,340,1.0636232030083352e-08
4868,197.40.0.0,340,1.0636232030083352e-08
27344,207.173.0.0,340,1.0636232030083352e-08
28323,74.57.0.0,340,1.0636232030083352e-08
24279,200.172.0.0,339,1.0604948994700753e-08
27304,207.40.0.0,339,1.0604948994700753e-08
13380,255.243.0.0,336,1.051109988855296e-08
26203,102.156.0.0,336,1.051109988855296e-08
18521,235.241.0.0,336,1.051109988855296e-08
30071,67.94.0.0,336,1.051109988855296e-08
26291,164.69.0.0,336,1.051109988855296e-08
18693,131.216.0.0,336,1.051109988855296e-08
28042,161.247.0.0,336,1.051109988855296e-08
30771,94.27.0.0,336,1.051109988855296e-08
27214,76.0.0.0,336,1.051109988855296e-08
29831,43.192.0.0,336,1.051109988855296e-08
30620,220.28.0.0,336,1.051109988855296e-08
6450,56.3.0.0,336,1.051109988855296e-08
1634,48.75.0.0,336,1.051109988855296e-08
13758,61.205.0.0,336,1.051109988855296e-08
20287,65.255.0.0,336,1.051109988855296e-08
29691,82.246.0.0,335,1.0479816853170362e-08
4113,53.150.0.0,334,1.0448533817787763e-08
27885,131.95.0.0,334,1.0448533817787763e-08
7415,48.110.0.0,334,1.0448533817787763e-08
26731,186.51.0.0,334,1.0448533817787763e-08
17359,116.109.0.0,334,1.0448533817787763e-08
28779,185.196.0.0,334,1.0448533817787763e-08
12921,43.104.0.0,334,1.0448533817787763e-08
24592,209.4.0.0,334,1.0448533817787763e-08
26467,218.213.0.0,334,1.0448533817787763e-08
13854,210.151.0.0,332,1.0385967747022567e-08
30483,162.43.0.0,332,1.0385967747022567e-08
18675,48.221.0.0,332,1.0385967747022567e-08
30547,116.112.0.0,332,1.0385967747022567e-08
27893,22.95.0.0,332,1.0385967747022567e-08
7383,51.151.0.0,331,1.035468471163997e-08
11245,48.103.0.0,331,1.035468471163997e-08
16548,74.239.0.0,331,1.035468471163997e-08
28632,150.4.0.0,330,1.0323401676257372e-08
23406,204.36.0.0,330,1.0323401676257372e-08
15351,52.44.0.0,330,1.0323401676257372e-08
30388,130.146.0.0,330,1.0323401676257372e-08
22078,207.206.0.0,330,1.0323401676257372e-08
15881,177.157.0.0,330,1.0323401676257372e-08
27331,140.187.0.0,330,1.0323401676257372e-08
18526,65.252.0.0,329,1.0292118640874774e-08
22556,179.159.0.0,328,1.0260835605492175e-08
5786,122.99.0.0,328,1.0260835605492175e-08
702,120.133.0.0,328,1.0260835605492175e-08
10589,83.228.0.0,328,1.0260835605492175e-08
29626,159.142.0.0,328,1.0260835605492175e-08
28296,121.74.0.0,328,1.0260835605492175e-08
27819,203.225.0.0,328,1.0260835605492175e-08
29967,217.24.0.0,328,1.0260835605492175e-08
30555,182.90.0.0,328,1.0260835605492175e-08
29427,206.132.0.0,328,1.0260835605492175e-08
30102,220.60.0.0,328,1.0260835605492175e-08
7163,50.69.0.0,327,1.0229552570109576e-08
5559,44.52.0.0,326,1.0198269534726979e-08
30377,35.31.0.0,326,1.0198269534726979e-08
26078,172.225.0.0,324,1.0135703463961783e-08
29615,173.147.0.0,324,1.0135703463961783e-08
4919,119.194.0.0,324,1.0135703463961783e-08
14925,125.55.0.0,324,1.0135703463961783e-08
1722,35.221.0.0,324,1.0135703463961783e-08
664,168.74.0.0,324,1.0135703463961783e-08
25013,104.166.0.0,324,1.0135703463961783e-08
16907,179.188.0.0,324,1.0135703463961783e-08
28591,152.128.0.0,324,1.0135703463961783e-08
29155,141.199.0.0,324,1.0135703463961783e-08
29083,86.122.0.0,324,1.0135703463961783e-08
28571,78.2.0.0,324,1.0135703463961783e-08
27312,168.98.0.0,324,1.0135703463961783e-08
27088,200.223.0.0,324,1.0135703463961783e-08
30034,142.13.0.0,324,1.0135703463961783e-08
12405,63.69.0.0,324,1.0135703463961783e-08
18664,48.122.0.0,324,1.0135703463961783e-08
29322,175.49.0.0,324,1.0135703463961783e-08
16790,53.183.0.0,323,1.0104420428579185e-08
14920,163.221.0.0,323,1.0104420428579185e-08
28784,90.36.0.0,323,1.0104420428579185e-08
28386,87.165.0.0,323,1.0104420428579185e-08
16796,130.44.0.0,322,1.0073137393196588e-08
1053,116.163.0.0,322,1.0073137393196588e-08
6245,129.38.0.0,322,1.0073137393196588e-08
30239,150.99.0.0,322,1.0073137393196588e-08
25030,167.173.0.0,322,1.0073137393196588e-08
13775,125.154.0.0,322,1.0073137393196588e-08
27614,219.51.0.0,322,1.0073137393196588e-08
6619,157.134.0.0,322,1.0073137393196588e-08
12395,45.70.0.0,322,1.0073137393196588e-08
7243,32.204.0.0,320,1.001057132243139e-08
27279,96.68.0.0,320,1.001057132243139e-08
6203,153.183.0.0,320,1.001057132243139e-08
9946,214.185.0.0,320,1.001057132243139e-08
29032,151.65.0.0,320,1.001057132243139e-08
26090,112.34.0.0,320,1.001057132243139e-08
6564,235.195.0.0,320,1.001057132243139e-08
5391,73.228.0.0,318,9.948005251666195e-09
30540,205.113.0.0,318,9.948005251666195e-09
14739,43.101.0.0,318,9.948005251666195e-09
29320,40.191.0.0,318,9.948005251666195e-09
12738,188.78.0.0,318,9.948005251666195e-09
30663,146.206.0.0,318,9.948005251666195e-09
10530,75.231.0.0,318,9.948005251666195e-09
25838,32.174.0.0,318,9.948005251666195e-09
28598,100.89.0.0,317,9.916722216283596e-09
30392,145.68.0.0,316,9.885439180900998e-09
27972,200.134.0.0,316,9.885439180900998e-09
22652,168.97.0.0,316,9.885439180900998e-09
13735,214.49.0.0,316,9.885439180900998e-09
30308,105.199.0.0,316,9.885439180900998e-09
27030,64.132.0.0,314,9.822873110135802e-09
6629,37.179.0.0,314,9.822873110135802e-09
10196,37.52.0.0,314,9.822873110135802e-09
16561,234.233.0.0,314,9.822873110135802e-09
29164,147.149.0.0,314,9.822873110135802e-09
7212,190.189.0.0,313,9.791590074753203e-09
30087,90.248.0.0,312,9.760307039370606e-09
26801,170.82.0.0,312,9.760307039370606e-09
7371,34.122.0.0,312,9.760307039370606e-09
5002,148.87.0.0,312,9.760307039370606e-09
18014,169.255.0.0,312,9.760307039370606e-09
26189,16.168.0.0,312,9.760307039370606e-09
27669,81.232.0.0,312,9.760307039370606e-09
6146,43.212.0.0,312,9.760307039370606e-09
23436,153.234.0.0,312,9.760307039370606e-09
27134,98.218.0.0,312,9.760307039370606e-09
24759,32.177.0.0,312,9.760307039370606e-09
26129,209.197.0.0,312,9.760307039370606e-09
10880,189.101.0.0,312,9.760307039370606e-09
15666,133.78.0.0,312,9.760307039370606e-09
28406,2.163.0.0,312,9.760307039370606e-09
29814,90.34.0.0,312,9.760307039370606e-09
6410,140.99.0.0,312,9.760307039370606e-09
7202,199.150.0.0,312,9.760307039370606e-09
19023,44.151.0.0,312,9.760307039370606e-09
30300,158.173.0.0,312,9.760307039370606e-09
6416,147.118.0.0,312,9.760307039370606e-09
6186,206.49.0.0,312,9.760307039370606e-09
5408,148.194.0.0,312,9.760307039370606e-09
3653,145.177.0.0,312,9.760307039370606e-09
7384,194.220.0.0,312,9.760307039370606e-09
15713,186.28.0.0,312,9.760307039370606e-09
28015,114.103.0.0,312,9.760307039370606e-09
12410,237.119.0.0,312,9.760307039370606e-09
30801,171.234.0.0,312,9.760307039370606e-09
6188,255.228.0.0,312,9.760307039370606e-09
4092,168.51.0.0,312,9.760307039370606e-09
27305,81.172.0.0,312,9.760307039370606e-09
19835,168.34.0.0,312,9.760307039370606e-09
28967,152.1.0.0,312,9.760307039370606e-09
10146,234.74.0.0,312,9.760307039370606e-09
5221,137.114.0.0,312,9.760307039370606e-09
28643,208.81.0.0,312,9.760307039370606e-09
30572,198.67.0.0,310,9.697740968605409e-09
12907,175.112.0.0,310,9.697740968605409e-09
30294,142.213.0.0,310,9.697740968605409e-09
30493,142.253.0.0,310,9.697740968605409e-09
21238,74.199.0.0,310,9.697740968605409e-09
30583,156.94.0.0,310,9.697740968605409e-09
28893,137.201.0.0,310,9.697740968605409e-09
5772,59.255.0.0,308,9.635174897840214e-09
30354,110.36.0.0,308,9.635174897840214e-09
23965,213.113.0.0,308,9.635174897840214e-09
22478,124.94.0.0,308,9.635174897840214e-09
26508,178.203.0.0,308,9.635174897840214e-09
22525,190.91.0.0,308,9.635174897840214e-09
30516,13.76.0.0,306,9.572608827075016e-09
5172,43.66.0.0,306,9.572608827075016e-09
28173,106.94.0.0,306,9.572608827075016e-09
25734,173.176.0.0,306,9.572608827075016e-09
30132,141.57.0.0,306,9.572608827075016e-09
29670,123.132.0.0,306,9.572608827075016e-09
29995,179.227.0.0,306,9.572608827075016e-09
29998,156.117.0.0,306,9.572608827075016e-09
18998,106.86.0.0,306,9.572608827075016e-09
28957,140.167.0.0,306,9.572608827075016e-09
25943,105.190.0.0,306,9.572608827075016e-09
10776,60.159.0.0,306,9.572608827075016e-09
28475,50.24.0.0,306,9.572608827075016e-09
30158,206.250.0.0,306,9.572608827075016e-09
13008,89.139.0.0,306,9.572608827075016e-09
1855,140.103.0.0,304,9.510042756309821e-09
4809,169.227.0.0,304,9.510042756309821e-09
4795,189.135.0.0,304,9.510042756309821e-09
28830,108.223.0.0,304,9.510042756309821e-09
26217,212.199.0.0,304,9.510042756309821e-09
24777,42.87.0.0,304,9.510042756309821e-09
15319,38.201.0.0,304,9.510042756309821e-09
10169,238.125.0.0,304,9.510042756309821e-09
29418,166.250.0.0,304,9.510042756309821e-09
15317,34.152.0.0,304,9.510042756309821e-09
17623,217.42.0.0,304,9.510042756309821e-09
29088,170.144.0.0,304,9.510042756309821e-09
10911,43.103.0.0,304,9.510042756309821e-09
29611,118.102.0.0,304,9.510042756309821e-09
28934,168.45.0.0,304,9.510042756309821e-09
14148,44.91.0.0,304,9.510042756309821e-09
29585,114.78.0.0,304,9.510042756309821e-09
10127,216.137.0.0,304,9.510042756309821e-09
7192,237.223.0.0,304,9.510042756309821e-09
10860,151.103.0.0,304,9.510042756309821e-09
14350,136.69.0.0,304,9.510042756309821e-09
18010,37.227.0.0,304,9.510042756309821e-09
10870,116.108.0.0,304,9.510042756309821e-09
28328,121.186.0.0,304,9.510042756309821e-09
1012,130.36.0.0,304,9.510042756309821e-09
10873,142.148.0.0,304,9.510042756309821e-09
18021,44.180.0.0,304,9.510042756309821e-09
28317,48.132.0.0,304,9.510042756309821e-09
26301,146.3.0.0,304,9.510042756309821e-09
13768,148.75.0.0,304,9.510042756309821e-09
12344,177.33.0.0,304,9.510042756309821e-09
26602,89.41.0.0,304,9.510042756309821e-09
30185,20.244.0.0,304,9.510042756309821e-09
30215,185.109.0.0,304,9.510042756309821e-09
30134,63.29.0.0,304,9.510042756309821e-09
29056,173.157.0.0,304,9.510042756309821e-09
30099,20.79.0.0,304,9.510042756309821e-09
7418,133.82.0.0,304,9.510042756309821e-09
30079,13.190.0.0,304,9.510042756309821e-09
4091,214.44.0.0,304,9.510042756309821e-09
30026,162.47.0.0,304,9.510042756309821e-09
16297,38.25.0.0,304,9.510042756309821e-09
12853,33.160.0.0,304,9.510042756309821e-09
29495,117.136.0.0,304,9.510042756309821e-09
1568,70.255.0.0,304,9.510042756309821e-09
4927,255.179.0.0,304,9.510042756309821e-09
4105,191.183.0.0,304,9.510042756309821e-09
24870,202.250.0.0,304,9.510042756309821e-09
3751,195.62.0.0,304,9.510042756309821e-09
13732,122.2.0.0,304,9.510042756309821e-09
5146,37.197.0.0,304,9.510042756309821e-09
13733,138.173.0.0,304,9.510042756309821e-09
29943,217.102.0.0,304,9.510042756309821e-09
13737,116.57.0.0,304,9.510042756309821e-09
7373,118.175.0.0,304,9.510042756309821e-09
13746,179.40.0.0,304,9.510042756309821e-09
25820,113.129.0.0,304,9.510042756309821e-09
3752,132.112.0.0,304,9.510042756309821e-09
13755,37.220.0.0,304,9.510042756309821e-09
29085,50.108.0.0,304,9.510042756309821e-09
18041,136.206.0.0,304,9.510042756309821e-09
15706,132.114.0.0,304,9.510042756309821e-09
25910,176.67.0.0,304,9.510042756309821e-09
28546,72.232.0.0,304,9.510042756309821e-09
817,194.197.0.0,304,9.510042756309821e-09
18663,130.11.0.0,304,9.510042756309821e-09
22571,47.231.0.0,304,9.510042756309821e-09
30812,163.220.0.0,304,9.510042756309821e-09
6183,216.80.0.0,304,9.510042756309821e-09
18690,148.58.0.0,304,9.510042756309821e-09
18662,216.51.0.0,304,9.510042756309821e-09
19072,132.222.0.0,304,9.510042756309821e-09
5917,209.187.0.0,304,9.510042756309821e-09
30798,150.243.0.0,304,9.510042756309821e-09
773,131.150.0.0,304,9.510042756309821e-09
30793,207.32.0.0,304,9.510042756309821e-09
30789,179.236.0.0,304,9.510042756309821e-09
30788,42.122.0.0,304,9.510042756309821e-09
27826,172.249.0.0,304,9.510042756309821e-09
30650,207.146.0.0,304,9.510042756309821e-09
6566,227.89.0.0,304,9.510042756309821e-09
30537,178.64.0.0,304,9.510042756309821e-09
30565,207.127.0.0,304,9.510042756309821e-09
22167,200.198.0.0,304,9.510042756309821e-09
6151,226.216.0.0,304,9.510042756309821e-09
20470,116.196.0.0,304,9.510042756309821e-09
5392,36.247.0.0,304,9.510042756309821e-09
27703,196.240.0.0,304,9.510042756309821e-09
6140,37.55.0.0,304,9.510042756309821e-09
30627,20.247.0.0,304,9.510042756309821e-09
5409,54.38.0.0,304,9.510042756309821e-09
18678,141.167.0.0,304,9.510042756309821e-09
6404,237.160.0.0,304,9.510042756309821e-09
6211,37.212.0.0,304,9.510042756309821e-09
30629,170.78.0.0,304,9.510042756309821e-09
18669,238.46.0.0,304,9.510042756309821e-09
30515,195.82.0.0,304,9.510042756309821e-09
5210,195.250.0.0,304,9.510042756309821e-09
30554,91.243.0.0,304,9.510042756309821e-09
6210,121.137.0.0,304,9.510042756309821e-09
603,237.226.0.0,303,9.478759720927222e-09
1054,53.211.0.0,302,9.447476685544625e-09
15669,180.97.0.0,301,9.416193650162028e-09
29010,210.182.0.0,300,9.384910614779429e-09
28816,114.28.0.0,300,9.384910614779429e-09
16512,124.232.0.0,300,9.384910614779429e-09
26100,163.194.0.0,300,9.384910614779429e-09
30474,136.160.0.0,300,9.384910614779429e-09
30758,216.216.0.0,300,9.384910614779429e-09
27838,69.91.0.0,300,9.384910614779429e-09
24433,102.213.0.0,300,9.384910614779429e-09
27230,50.163.0.0,300,9.384910614779429e-09
7723,56.167.0.0,300,9.384910614779429e-09
27684,133.201.0.0,300,9.384910614779429e-09
27912,216.94.0.0,300,9.384910614779429e-09
11633,67.45.0.0,300,9.384910614779429e-09
29522,223.117.0.0,300,9.384910614779429e-09
29793,152.200.0.0,300,9.384910614779429e-09
24542,69.18.0.0,300,9.384910614779429e-09
3030,186.82.0.0,300,9.384910614779429e-09
30528,29.229.0.0,300,9.384910614779429e-09
30743,2.13.0.0,300,9.384910614779429e-09
23481,79.22.0.0,299,9.35362757939683e-09
14339,140.40.0.0,298,9.322344544014232e-09
23389,221.236.0.0,298,9.322344544014232e-09
6213,210.200.0.0,298,9.322344544014232e-09
5114,92.58.0.0,298,9.322344544014232e-09
10181,70.34.0.0,298,9.322344544014232e-09
29702,220.25.0.0,298,9.322344544014232e-09
30730,120.98.0.0,298,9.322344544014232e-09
27313,221.192.0.0,298,9.322344544014232e-09
30495,221.167.0.0,298,9.322344544014232e-09
28443,201.157.0.0,298,9.322344544014232e-09
15126,80.71.0.0,298,9.322344544014232e-09
