,sender prefixes,nb of bytes,% of traffic (bytes)
25880,138.39.0.0,59898,1.8737912533468607e-06
4314,134.1.0.0,59848,1.8722271015777307e-06
6295,85.150.0.0,59838,1.871914271223905e-06
21451,196.118.0.0,59818,1.8712886105162528e-06
21426,40.123.0.0,59804,1.8708506480208966e-06
20247,174.98.0.0,59794,1.8705378176670704e-06
7542,108.206.0.0,59780,1.8700998551717142e-06
16732,166.209.0.0,59770,1.869787024817888e-06
16769,47.142.0.0,59758,1.869411628393297e-06
13398,79.89.0.0,59740,1.8688485337564101e-06
18016,164.7.0.0,59738,1.868785967685645e-06
22838,194.195.0.0,59734,1.8686608355441144e-06
20503,136.153.0.0,59662,1.8664084569965675e-06
18743,190.39.0.0,59660,1.8663458909258022e-06
15906,171.178.0.0,59659,1.8663146078904196e-06
7889,113.94.0.0,59594,1.8642812105905509e-06
5459,153.17.0.0,59568,1.8634678516706034e-06
9491,120.126.0.0,59566,1.863405285599838e-06
27223,164.190.0.0,59546,1.8627796248921861e-06
8170,109.124.0.0,59536,1.8624667945383604e-06
20921,173.186.0.0,59520,1.8619662659722387e-06
10571,124.11.0.0,59494,1.8611529070522912e-06
1581,74.48.0.0,59471,1.8604333972384912e-06
15301,173.50.0.0,59456,1.8599641517077522e-06
16739,107.6.0.0,59439,1.8594323401062481e-06
8864,107.152.0.0,59428,1.8590882267170396e-06
17178,183.154.0.0,59420,1.858837962433979e-06
17925,161.56.0.0,59412,1.8585876981509181e-06
23775,223.132.0.0,59408,1.8584625660093877e-06
22673,46.149.0.0,59391,1.8579307544078834e-06
26812,162.135.0.0,59384,1.8577117731602053e-06
7579,84.44.0.0,59370,1.857273810664849e-06
24177,175.187.0.0,59370,1.857273810664849e-06
11844,144.107.0.0,59370,1.857273810664849e-06
20104,174.105.0.0,59338,1.8562727535326057e-06
23884,189.151.0.0,59334,1.8561476213910753e-06
15741,171.103.0.0,59332,1.8560850553203102e-06
14849,173.251.0.0,59330,1.856022489249545e-06
12563,60.70.0.0,59323,1.8558035080018668e-06
10442,158.77.0.0,59320,1.855709658895719e-06
22006,144.108.0.0,59312,1.8554593946126582e-06
12962,162.228.0.0,59312,1.8554593946126582e-06
3255,202.145.0.0,59310,1.855396828541893e-06
1492,58.254.0.0,59266,1.8540203749850588e-06
11545,82.251.0.0,59260,1.8538326767727629e-06
27321,117.77.0.0,59256,1.8537075446312326e-06
7164,164.92.0.0,59228,1.8528316196405199e-06
11062,14.185.0.0,59202,1.8520182607205724e-06
22330,59.102.0.0,59191,1.8516741473313639e-06
2773,1.241.0.0,59185,1.8514864491190683e-06
8031,95.158.0.0,59180,1.8513300339421551e-06
11629,63.100.0.0,59175,1.8511736187652424e-06
15357,141.25.0.0,59162,1.8507669393052685e-06
6838,20.89.0.0,59152,1.8504541089514423e-06
16871,74.123.0.0,59100,1.8488273911115474e-06
26003,174.20.0.0,59088,1.8484519946869563e-06
20159,75.7.0.0,59083,1.8482955795100433e-06
14970,91.151.0.0,59080,1.8482017304038955e-06
19948,137.197.0.0,59040,1.8469504089885916e-06
9935,61.70.0.0,59036,1.8468252768470614e-06
620,150.218.0.0,59033,1.8467314277409133e-06
1055,112.59.0.0,59028,1.8465750125640005e-06
10108,173.88.0.0,58990,1.8453862572194615e-06
5881,185.129.0.0,58970,1.8447605965118096e-06
26979,99.64.0.0,58970,1.8447605965118096e-06
14326,92.107.0.0,58965,1.8446041813348966e-06
11630,195.154.0.0,58950,1.8441349358041577e-06
13933,170.77.0.0,58948,1.8440723697333926e-06
30257,175.238.0.0,58936,1.8436969733088013e-06
23223,173.115.0.0,58931,1.8435405581318883e-06
10002,1.173.0.0,58914,1.8430087465303842e-06
4170,126.192.0.0,58911,1.8429148974242364e-06
28343,189.59.0.0,58896,1.8424456518934974e-06
7150,187.223.0.0,58875,1.8417887081504627e-06
27268,78.208.0.0,58856,1.8411943304781935e-06
9124,111.122.0.0,58798,1.8393799144260028e-06
27759,125.151.0.0,58792,1.8391922162137073e-06
9525,223.103.0.0,58784,1.8389419519306464e-06
21620,113.91.0.0,58784,1.8389419519306464e-06
10801,126.176.0.0,58779,1.8387855367537337e-06
11181,1.206.0.0,58774,1.8386291215768203e-06
24725,127.245.0.0,58746,1.8377531965861075e-06
9404,58.168.0.0,58690,1.8360013466046823e-06
22254,170.16.0.0,58684,1.8358136483923868e-06
25962,73.80.0.0,58666,1.8352505537554997e-06
7138,115.176.0.0,58640,1.8344371948355523e-06
7248,173.148.0.0,58618,1.833748968057135e-06
29822,149.9.0.0,58614,1.8336238359156048e-06
21684,123.137.0.0,58592,1.8329356091371875e-06
13130,200.138.0.0,58592,1.8329356091371875e-06
19145,35.121.0.0,58588,1.8328104769956573e-06
18465,160.59.0.0,58580,1.8325602127125965e-06
2092,206.17.0.0,58573,1.8323412314649181e-06
12878,111.5.0.0,58522,1.830745796660406e-06
9118,115.183.0.0,58518,1.8306206645188753e-06
23841,181.253.0.0,58516,1.83055809844811e-06
11026,77.11.0.0,58512,1.8304329663065798e-06
3345,90.93.0.0,58500,1.8300575698819887e-06
29913,151.228.0.0,58498,1.8299950038112234e-06
28431,84.234.0.0,58476,1.8293067770328061e-06
7603,174.208.0.0,58468,1.8290565127497455e-06
1278,208.127.0.0,58465,1.8289626636435976e-06
12307,115.16.0.0,58452,1.8285559841836238e-06
8679,165.46.0.0,58414,1.8273672288390852e-06
431,201.43.0.0,58405,1.8270856815206418e-06
24093,96.21.0.0,58382,1.826366171706842e-06
28932,206.204.0.0,58378,1.8262410395653116e-06
19783,144.224.0.0,58372,1.826053341353016e-06
13191,220.100.0.0,58370,1.8259907752822507e-06
16983,92.13.0.0,58356,1.8255528127868943e-06
19436,16.117.0.0,58352,1.825427680645364e-06
13399,203.92.0.0,58337,1.8249584351146251e-06
717,112.161.0.0,58334,1.824864586008477e-06
7114,200.58.0.0,58325,1.824583038690034e-06
30151,167.196.0.0,58320,1.8244266235131207e-06
2704,213.164.0.0,58290,1.823488132451643e-06
12576,35.246.0.0,58258,1.8224870753194e-06
28789,119.5.0.0,58252,1.822299377107104e-06
1694,154.104.0.0,58250,1.8222368110363391e-06
22040,170.28.0.0,58240,1.821923980682513e-06
3122,214.32.0.0,58212,1.8210480556918001e-06
13513,176.112.0.0,58202,1.8207352253379744e-06
28580,164.14.0.0,58198,1.8206100931964437e-06
26691,173.237.0.0,58188,1.820297262842618e-06
17662,86.212.0.0,58186,1.8202346967718527e-06
18207,121.164.0.0,58178,1.8199844324887918e-06
15976,62.201.0.0,58178,1.8199844324887918e-06
24281,85.166.0.0,58176,1.819921866418027e-06
7892,105.118.0.0,58169,1.8197028851703486e-06
21696,112.139.0.0,58166,1.8196090360642007e-06
20134,71.192.0.0,58162,1.8194839039226705e-06
24214,104.24.0.0,58132,1.8185454128611924e-06
25626,50.141.0.0,58098,1.817481789658184e-06
4506,76.207.0.0,58082,1.8169812610920628e-06
16610,115.221.0.0,58079,1.8168874119859147e-06
403,93.156.0.0,58074,1.816730996809002e-06
15418,97.40.0.0,58067,1.8165120155613236e-06
13770,172.241.0.0,58057,1.8161991852074974e-06
25168,171.56.0.0,58048,1.8159176378890544e-06
1033,184.95.0.0,58047,1.8158863548536717e-06
10540,168.134.0.0,57996,1.814290920049159e-06
23178,134.46.0.0,57983,1.8138842405891852e-06
23689,201.198.0.0,57970,1.8134775611292116e-06
22304,170.212.0.0,57948,1.8127893343507943e-06
23908,46.205.0.0,57934,1.8123513718554382e-06
6525,115.172.0.0,57898,1.8112251825816645e-06
17881,2.92.0.0,57892,1.811037484369369e-06
14550,120.93.0.0,57884,1.8107872200863081e-06
28969,90.141.0.0,57830,1.8090979361756478e-06
8514,222.30.0.0,57828,1.8090353701048825e-06
1421,48.238.0.0,57822,1.808847671892587e-06
6269,182.32.0.0,57814,1.8085974076095261e-06
22676,198.5.0.0,57804,1.8082845772557004e-06
21143,216.112.0.0,57800,1.8081594451141697e-06
8643,166.117.0.0,57777,1.8074399353003701e-06
17121,93.17.0.0,57758,1.806845557628101e-06
13553,87.156.0.0,57748,1.8065327272742748e-06
25634,195.162.0.0,57726,1.8058445004958575e-06
355,216.84.0.0,57724,1.8057819344250926e-06
20937,109.171.0.0,57686,1.8045931790805537e-06
23929,73.182.0.0,57668,1.804030084443667e-06
1474,61.152.0.0,57647,1.8033731407006323e-06
18720,20.10.0.0,57636,1.803029027311424e-06
13599,79.68.0.0,57622,1.8025910648160676e-06
12055,100.219.0.0,57610,1.8022156683914761e-06
23153,167.43.0.0,57586,1.801464875542294e-06
29844,210.243.0.0,57576,1.8011520451884678e-06
22672,85.84.0.0,57574,1.801089479117703e-06
13547,192.56.0.0,57546,1.8002135541269901e-06
191,205.96.0.0,57506,1.798962232711686e-06
9424,100.255.0.0,57494,1.798586836287095e-06
14876,198.198.0.0,57488,1.7983991380747992e-06
5178,170.115.0.0,57488,1.7983991380747992e-06
11751,109.185.0.0,57470,1.7978360434379124e-06
19771,95.192.0.0,57469,1.7978047604025298e-06
19996,202.65.0.0,57458,1.7974606470133213e-06
6940,164.210.0.0,57449,1.797179099694878e-06
27164,105.218.0.0,57430,1.7965847220226085e-06
18814,171.101.0.0,57416,1.7961467595272521e-06
14141,104.175.0.0,57410,1.7959590613149566e-06
5641,89.166.0.0,57398,1.7955836648903655e-06
7667,192.9.0.0,57370,1.7947077398996527e-06
20760,164.200.0.0,57352,1.794144645262766e-06
5523,164.110.0.0,57352,1.794144645262766e-06
21666,69.161.0.0,57350,1.7940820791920008e-06
16380,109.50.0.0,57312,1.7928933238474622e-06
10357,77.12.0.0,57290,1.792205097069045e-06
22371,16.161.0.0,57285,1.7920486818921318e-06
24839,186.146.0.0,57284,1.7920173988567494e-06
15890,162.164.0.0,57252,1.791016341724506e-06
14591,20.130.0.0,57242,1.7907035113706802e-06
9684,183.53.0.0,57240,1.790640945299915e-06
25955,144.110.0.0,57232,1.790390681016854e-06
1123,5.33.0.0,57230,1.7903281149460892e-06
7105,93.21.0.0,57226,1.7902029828045585e-06
27770,201.153.0.0,57214,1.7898275863799675e-06
12729,187.232.0.0,57201,1.7894209069199936e-06
14559,164.34.0.0,57170,1.7884511328231332e-06
13433,164.98.0.0,57168,1.788388566752368e-06
25277,173.108.0.0,57160,1.7881383024693072e-06
25047,1.183.0.0,57156,1.788013170327777e-06
4665,94.33.0.0,57155,1.7879818872923942e-06
26038,2.229.0.0,57134,1.7873249435493597e-06
25493,115.165.0.0,57131,1.7872310944432116e-06
4449,217.148.0.0,57106,1.786449018558647e-06
5285,59.186.0.0,57102,1.7863238864171165e-06
442,201.166.0.0,57098,1.786198754275586e-06
18510,93.64.0.0,57066,1.7851976971433428e-06
27250,203.96.0.0,57046,1.784572036435691e-06
25649,174.231.0.0,57040,1.7843843382233954e-06
13584,108.86.0.0,57028,1.7840089417988043e-06
4618,90.112.0.0,56974,1.7823196578881436e-06
11768,1.175.0.0,56963,1.7819755444989353e-06
4112,190.161.0.0,56962,1.7819442614635525e-06
13277,20.157.0.0,56954,1.7816939971804917e-06
27433,58.72.0.0,56932,1.7810057704020748e-06
17315,125.112.0.0,56910,1.7803175436236576e-06
18756,160.138.0.0,56908,1.7802549775528923e-06
17423,77.168.0.0,56896,1.7798795811283012e-06
3446,60.120.0.0,56896,1.7798795811283012e-06
22501,108.121.0.0,56894,1.7798170150575359e-06
6987,13.63.0.0,56860,1.7787533918545275e-06
25334,110.139.0.0,56856,1.7786282597129973e-06
9584,14.168.0.0,56852,1.778503127571467e-06
19151,211.53.0.0,56830,1.7778149007930498e-06
30160,190.202.0.0,56820,1.7775020704392237e-06
8266,94.122.0.0,56818,1.7774395043684588e-06
20723,126.72.0.0,56808,1.7771266740146326e-06
21892,171.243.0.0,56806,1.7770641079438673e-06
11466,200.76.0.0,56804,1.7770015418731024e-06
373,80.34.0.0,56794,1.7766887115192762e-06
1457,131.110.0.0,56792,1.7766261454485109e-06
17799,202.43.0.0,56784,1.7763758811654504e-06
992,184.162.0.0,56782,1.7763133150946851e-06
6853,202.166.0.0,56767,1.775844069563946e-06
21211,8.14.0.0,56762,1.7756876543870332e-06
24969,59.161.0.0,56750,1.775312257962442e-06
20249,92.20.0.0,56718,1.7743112008301987e-06
22065,69.163.0.0,56716,1.7742486347594338e-06
27280,16.132.0.0,56712,1.7741235026179031e-06
12669,110.95.0.0,56692,1.7734978419102512e-06
15028,222.38.0.0,56679,1.7730911624502774e-06
16240,196.109.0.0,56648,1.772121388353417e-06
16282,197.67.0.0,56648,1.772121388353417e-06
13912,60.176.0.0,56624,1.7713705955042345e-06
20896,217.139.0.0,56620,1.771245463362704e-06
16364,174.253.0.0,56602,1.7706823687258175e-06
25340,222.73.0.0,56600,1.7706198026550522e-06
20391,96.136.0.0,56567,1.7695874624874266e-06
22909,160.187.0.0,56560,1.7693684812397483e-06
28000,121.196.0.0,56546,1.768930518744392e-06
25402,175.247.0.0,56544,1.7688679526736266e-06
23170,118.233.0.0,56520,1.7681171598244444e-06
11329,105.249.0.0,56510,1.7678043294706182e-06
26981,177.197.0.0,56506,1.767679197329088e-06
8489,45.162.0.0,56494,1.7673038009044965e-06
9202,103.122.0.0,56480,1.7668658384091406e-06
20205,94.145.0.0,56480,1.7668658384091406e-06
3271,174.119.0.0,56470,1.7665530080553144e-06
4279,202.136.0.0,56466,1.7664278759137842e-06
3670,109.158.0.0,56451,1.7659586303830452e-06
20473,78.228.0.0,56448,1.7658647812768971e-06
12754,97.135.0.0,56436,1.765489384852306e-06
10854,35.208.0.0,56414,1.7648011580738888e-06
26726,107.34.0.0,56412,1.764738592003124e-06
5291,203.120.0.0,56408,1.7646134598615933e-06
30570,105.235.0.0,56400,1.7643631955785324e-06
25068,173.182.0.0,56384,1.763862667012411e-06
23044,174.149.0.0,56374,1.763549836658585e-06
19659,58.180.0.0,56364,1.7632370063047592e-06
12165,161.168.0.0,56346,1.7626739116678721e-06
10429,58.246.0.0,56346,1.7626739116678721e-06
24270,167.42.0.0,56344,1.7626113455971072e-06
19083,175.51.0.0,56340,1.7624862134555766e-06
4317,220.105.0.0,56316,1.7617354206063944e-06
20927,171.25.0.0,56304,1.7613600241818034e-06
26190,1.223.0.0,56301,1.7612661750756553e-06
26123,24.243.0.0,56300,1.7612348920402727e-06
18451,101.168.0.0,56238,1.7592953438465516e-06
9705,164.211.0.0,56232,1.759107645634256e-06
15106,65.14.0.0,56224,1.7588573813511952e-06
11994,63.156.0.0,56218,1.7586696831388997e-06
8758,69.112.0.0,56211,1.7584507018912214e-06
26005,81.126.0.0,56208,1.758356852785074e-06
8123,197.188.0.0,56206,1.7582942867143086e-06
11975,173.90.0.0,56174,1.7572932295820654e-06
22502,161.185.0.0,56164,1.7569803992282394e-06
26252,66.252.0.0,56141,1.7562608894144398e-06
4073,63.0.0.0,56132,1.7559793420959962e-06
25410,164.145.0.0,56128,1.755854209954466e-06
23934,213.196.0.0,56118,1.7555413796006398e-06
22713,171.127.0.0,56088,1.754602888539162e-06
16807,183.3.0.0,56074,1.7541649260438057e-06
23339,143.194.0.0,56074,1.7541649260438057e-06
24301,71.86.0.0,56068,1.75397722783151e-06
3349,218.79.0.0,56050,1.7534141331946231e-06
9395,88.252.0.0,56048,1.7533515671238578e-06
26286,220.165.0.0,56004,1.7519751135670237e-06
27629,167.44.0.0,55998,1.7517874153547282e-06
9967,119.176.0.0,55980,1.7512243207178411e-06
15241,101.75.0.0,55976,1.751099188576311e-06
12855,87.33.0.0,55974,1.7510366225055456e-06
21368,100.158.0.0,55940,1.7499729993025373e-06
20259,222.84.0.0,55936,1.749847867161007e-06
28276,20.159.0.0,55920,1.7493473385948853e-06
4426,16.206.0.0,55914,1.7491596403825898e-06
3049,173.218.0.0,55906,1.748909376099529e-06
24817,113.121.0.0,55894,1.7485339796749379e-06
5535,62.68.0.0,55884,1.748221149321112e-06
18908,5.107.0.0,55868,1.7477206207549904e-06
27413,104.181.0.0,55848,1.7470949600473385e-06
27592,167.248.0.0,55848,1.7470949600473385e-06
6718,61.66.0.0,55840,1.7468446957642776e-06
25675,177.242.0.0,55804,1.7457185064905042e-06
29008,2.84.0.0,55804,1.7457185064905042e-06
6669,184.185.0.0,55788,1.7452179779243826e-06
21477,167.203.0.0,55788,1.7452179779243826e-06
2640,199.184.0.0,55780,1.7449677136413218e-06
23124,162.34.0.0,55756,1.7442169207921394e-06
28238,14.60.0.0,55752,1.744091788650609e-06
19352,222.137.0.0,55752,1.744091788650609e-06
23892,64.13.0.0,55752,1.744091788650609e-06
4813,196.27.0.0,55752,1.744091788650609e-06
15926,222.37.0.0,55727,1.743309712766044e-06
5028,255.12.0.0,55703,1.7425589199168615e-06
23377,119.8.0.0,55668,1.7414640136784708e-06
30101,114.14.0.0,55668,1.7414640136784708e-06
17730,172.208.0.0,55664,1.7413388815369402e-06
27850,75.1.0.0,55652,1.7409634851123491e-06
14228,42.28.0.0,55643,1.7406819377939057e-06
10288,119.108.0.0,55642,1.7406506547585231e-06
21195,212.163.0.0,55630,1.7402752583339319e-06
25981,5.65.0.0,55620,1.739962427980106e-06
22390,222.93.0.0,55604,1.7394618994139844e-06
30837,127.33.0.0,55560,1.7380854458571503e-06
28112,201.180.0.0,55560,1.7380854458571503e-06
29219,221.123.0.0,55556,1.7379603137156197e-06
10615,88.51.0.0,55550,1.7377726155033241e-06
19125,203.197.0.0,55512,1.7365838601587856e-06
17468,164.226.0.0,55496,1.7360833315926638e-06
22646,159.151.0.0,55490,1.7358956333803683e-06
28874,222.177.0.0,55472,1.7353325387434817e-06
16209,20.105.0.0,55438,1.7342689155404734e-06
17619,120.182.0.0,55415,1.7335494057266733e-06
26033,105.203.0.0,55408,1.7333304244789953e-06
18029,143.18.0.0,55392,1.7328298959128735e-06
25883,203.71.0.0,55390,1.7327673298421086e-06
22619,116.15.0.0,55384,1.732579631629813e-06
8300,186.107.0.0,55383,1.7325483485944303e-06
29005,105.245.0.0,55374,1.732266801275987e-06
14219,204.195.0.0,55366,1.732016536992926e-06
30784,74.96.0.0,55320,1.7305775173653267e-06
4427,104.249.0.0,55307,1.7301708379053528e-06
21601,122.140.0.0,55298,1.7298892905869094e-06
25267,92.26.0.0,55296,1.7298267245161443e-06
7009,39.170.0.0,55285,1.7294826111269356e-06
27472,102.165.0.0,55214,1.7272615156147712e-06
30619,96.119.0.0,55200,1.7268235531194148e-06
19781,91.242.0.0,55200,1.7268235531194148e-06
11035,139.41.0.0,55176,1.7260727602702325e-06
6499,201.13.0.0,55146,1.7251342692087546e-06
18969,83.152.0.0,55140,1.724946570996459e-06
3227,172.25.0.0,55138,1.7248840049256937e-06
21472,221.47.0.0,55112,1.7240706460057462e-06
7261,110.162.0.0,55090,1.723382419227329e-06
8440,211.36.0.0,55086,1.7232572870857988e-06
26152,208.3.0.0,55080,1.7230695888735032e-06
22682,220.169.0.0,55080,1.7230695888735032e-06
2176,97.58.0.0,55071,1.7227880415550598e-06
9953,42.53.0.0,55052,1.7221936638827904e-06
15583,111.189.0.0,55046,1.722005965670495e-06
30479,61.76.0.0,55020,1.721192606750547e-06
27766,74.20.0.0,55020,1.721192606750547e-06
11640,82.47.0.0,55011,1.7209110594321038e-06
7672,208.8.0.0,55008,1.720817210325956e-06
6051,106.153.0.0,55006,1.720754644255191e-06
6716,200.161.0.0,54976,1.719816153193713e-06
13136,115.154.0.0,54956,1.719190492486061e-06
19490,126.35.0.0,54936,1.718564831778409e-06
28153,118.35.0.0,54900,1.7174386425046354e-06
22452,144.99.0.0,54886,1.717000680009279e-06
22855,171.49.0.0,54876,1.7166878496554532e-06
25789,212.181.0.0,54834,1.715373962169384e-06
8684,46.156.0.0,54830,1.7152488300278536e-06
20220,115.37.0.0,54810,1.7146231693202017e-06
27415,106.229.0.0,54803,1.7144041880725236e-06
16501,81.19.0.0,54766,1.7132467157633672e-06
3620,222.187.0.0,54740,1.7124333568434197e-06
19377,102.191.0.0,54740,1.7124333568434197e-06
5490,58.76.0.0,54738,1.7123707907726544e-06
22837,88.50.0.0,54726,1.7119953943480633e-06
8438,169.89.0.0,54726,1.7119953943480633e-06
14019,112.92.0.0,54722,1.711870262206533e-06
1396,111.3.0.0,54720,1.7118076961357678e-06
26209,112.197.0.0,54720,1.7118076961357678e-06
24611,87.182.0.0,54712,1.711557431852707e-06
23192,108.98.0.0,54708,1.7114322997111767e-06
26813,172.224.0.0,54690,1.7108692050742897e-06
24235,35.55.0.0,54674,1.7103686765081684e-06
6392,201.175.0.0,54650,1.7096178836589858e-06
26213,159.152.0.0,54630,1.7089922229513339e-06
16852,74.16.0.0,54613,1.7084604113498298e-06
8744,83.12.0.0,54607,1.7082727131375343e-06
1759,201.80.0.0,54602,1.708116297960621e-06
26822,171.117.0.0,54592,1.7078034676067953e-06
12059,113.194.0.0,54586,1.7076157693944998e-06
14865,221.178.0.0,54568,1.7070526747576127e-06
19897,123.160.0.0,54565,1.706958825651465e-06
9393,20.103.0.0,54560,1.7068024104745519e-06
6209,130.216.0.0,54560,1.7068024104745519e-06
666,57.20.0.0,54548,1.7064270140499608e-06
6120,188.44.0.0,54540,1.7061767497669e-06
19702,124.98.0.0,54510,1.7052382587054222e-06
14826,213.145.0.0,54496,1.7048002962100658e-06
25595,188.148.0.0,54476,1.704174635502414e-06
30417,1.126.0.0,54474,1.7041120694316486e-06
589,245.97.0.0,54470,1.7039869372901184e-06
22569,202.40.0.0,54446,1.7032361444409358e-06
8910,74.253.0.0,54428,1.7026730498040492e-06
10609,209.154.0.0,54402,1.7018596908841017e-06
9799,2.187.0.0,54395,1.7016407096364234e-06
27881,78.63.0.0,54360,1.7005458033980325e-06
23194,219.126.0.0,54308,1.6989190855581374e-06
14190,193.141.0.0,54304,1.698793953416607e-06
1253,60.68.0.0,54283,1.6981370096735722e-06
5037,198.207.0.0,54268,1.6976677641428335e-06
22258,78.164.0.0,54260,1.6974174998597726e-06
25344,108.30.0.0,54240,1.6967918391521207e-06
29734,120.212.0.0,54224,1.696291310585999e-06
24345,123.134.0.0,54216,1.6960410463029381e-06
15557,199.249.0.0,54214,1.6959784802321732e-06
806,203.196.0.0,54207,1.6957594989844951e-06
14271,223.201.0.0,54194,1.6953528195245213e-06
29043,111.176.0.0,54180,1.694914857029165e-06
10890,137.172.0.0,54175,1.6947584418522517e-06
11879,109.160.0.0,54174,1.6947271588168694e-06
14734,163.143.0.0,54159,1.6942579132861304e-06
20895,65.138.0.0,54154,1.6941014981092174e-06
6182,117.92.0.0,54152,1.694038932038452e-06
7680,102.203.0.0,54150,1.6939763659676868e-06
18752,90.126.0.0,54136,1.6935384034723304e-06
29668,143.171.0.0,54136,1.6935384034723304e-06
17694,112.89.0.0,54124,1.6931630070477393e-06
