,sp,ibyt
21199,26442,267737
25348,31596,267736
5769,7422,267733
12444,15695,267733
22174,27639,267720
7683,9813,267710
59619,10348,267707
6442,8249,267704
10097,12809,267702
18399,22966,267695
22013,27437,267645
25803,32187,267642
11660,14716,267634
14117,17780,267611
59114,7349,267570
4684,6058,267558
22277,27772,267543
60991,18659,267543
15456,19409,267538
5147,6649,267532
63045,31326,267530
14864,18694,267525
21836,27213,267518
16655,20843,267511
21547,26859,267488
7056,9026,267485
60749,17168,267475
8371,10654,267475
4327,5598,267464
22226,27710,267462
59697,10855,267461
64515,32254,267453
23568,29408,267449
62047,25493,267426
15621,19600,267397
20164,25151,267395
3987,5194,267343
6325,8112,267341
16227,20318,267326
6480,8295,267322
61422,21509,267317
61577,22648,267305
64010,12596,267288
4394,5683,267285
64200,20534,267238
10646,13436,267237
8578,10904,267236
20141,25123,267235
59692,10798,267227
11313,14284,267225
22710,28328,267216
12380,15610,267208
59429,9210,267196
16320,20427,267188
16808,21041,267180
6806,8708,267175
20811,25969,267161
19795,24678,267155
12443,15694,267153
9267,11773,267151
24718,30836,267143
13717,17297,267143
25520,31830,267142
4784,6187,267140
11914,15048,267138
4207,5451,267127
60667,16664,267116
24794,30929,267106
25648,31986,267069
5950,7647,267047
15135,19026,267045
15397,19343,267036
63823,5777,267013
15043,18914,267010
9554,12133,267001
25976,32401,266994
60718,16925,266978
7540,9634,266965
21773,27141,266941
10465,13206,266932
22764,28402,266888
9409,11945,266863
8913,11319,266857
22986,28668,266857
23664,29522,266850
4705,6089,266849
21246,26499,266844
62763,29661,266841
8331,10608,266836
25678,32018,266827
18600,23204,266803
16799,21030,266779
4223,5469,266770
3631,4796,266765
62961,30773,266764
13715,17295,266720
18328,22874,266716
59121,7368,266705
23749,29626,266698
22557,28137,266692
19812,24700,266692
24912,31072,266685
22248,27734,266681
19986,24926,266679
18546,23147,266673
62111,25870,266667
11519,14549,266665
58923,6191,266642
11927,15065,266632
5409,6961,266631
21063,26281,266619
61741,23713,266618
5459,7024,266611
14098,17755,266602
18131,22631,266597
13902,17520,266575
4547,5871,266549
20866,26035,266528
23565,29403,266525
19505,24318,266517
16991,21261,266501
62616,28847,266490
60006,12599,266474
11297,14259,266473
7788,9949,266461
61387,21289,266460
11789,14894,266455
7070,9048,266446
19756,24628,266431
15986,20030,266410
8288,10553,266381
7215,9231,266367
59920,12112,266352
12882,16252,266350
61875,24590,266350
7137,9128,266349
26152,32615,266349
16450,20584,266348
58846,5832,266345
20551,25631,266329
5890,7572,266323
5838,7509,266308
13000,16391,266308
14857,18685,266307
10175,12887,266305
20334,25364,266293
18033,22515,266280
21083,26306,266268
7901,10085,266260
21764,27130,266241
22436,27985,266233
62363,27471,266228
16559,20724,266225
12685,16004,266216
59314,8601,266196
10826,13674,266188
60314,14546,266187
25801,32185,266171
62401,27681,266169
64250,22379,266158
15215,19129,266157
19588,24422,266146
20347,25378,266122
10626,13412,266097
64148,17726,266091
13336,16822,266091
24314,30341,266090
18477,23067,266084
25527,31837,266055
17637,22052,266053
7950,10136,266049
64399,27570,266045
8449,10748,265990
22437,27987,265982
20273,25296,265961
24892,31051,265958
5388,6933,265944
5124,6621,265938
16526,20678,265936
63020,31160,265913
62215,26484,265913
10607,13389,265911
61759,23845,265891
15311,19244,265886
9643,12238,265880
15349,19289,265861
5095,6588,265854
61786,24012,265847
16152,20229,265832
18915,23582,265828
13301,16775,265818
19973,24907,265812
9802,12438,265799
23626,29478,265787
11732,14824,265779
11782,14886,265745
6465,8277,265739
13867,17480,265734
15515,19477,265730
7468,9552,265717
17088,21381,265708
7697,9831,265698
17988,22460,265695
61865,24489,265683
52,1001,265681
26094,32544,265679
22251,27737,265677
5352,6892,265672
3841,5019,265665
5960,7657,265664
24383,30432,265626
4237,5485,265619
16582,20752,265607
63946,10261,265606
23940,29871,265587
11392,14379,265578
12152,15332,265575
21713,27062,265574
22381,27915,265511
6392,8191,265452
7625,9749,265433
22949,28619,265429
15052,18926,265417
14685,18475,265416
60418,15109,265409
25355,31606,265387
4986,6446,265373
5542,7122,265370
19945,24866,265367
14145,17814,265362
14837,18658,265359
60341,14738,265341
19072,23785,265335
18426,23005,265330
25826,32211,265325
4801,6216,265309
15627,19607,265298
15577,19545,265272
64231,21663,265270
13534,17062,265269
58840,5775,265263
17355,21712,265253
14960,18810,265228
23013,28703,265213
15425,19372,265203
18145,22649,265201
19719,24582,265197
64440,29337,265147
25271,31503,265081
58758,5273,265079
7509,9596,265078
22262,27755,265049
10952,13834,265034
17717,22148,265016
14928,18772,265012
4230,5477,265004
20838,26001,264995
11797,14903,264986
9608,12198,264974
17576,21978,264971
7125,9112,264955
12362,15589,264935
14959,18809,264885
10990,13882,264863
17349,21706,264838
62259,26798,264820
60829,17610,264814
23937,29867,264814
7494,9580,264806
24724,30844,264791
12275,15482,264787
7749,9894,264720
14615,18391,264705
23254,29003,264673
7061,9035,264663
10779,13603,264639
21373,26654,264635
16293,20395,264634
61156,19770,264624
7324,9368,264619
60622,16423,264612
4413,5705,264604
25196,31416,264572
23997,29941,264554
64312,24461,264551
21759,27124,264542
23176,28902,264537
17089,21382,264529
25892,32297,264518
17900,22357,264491
23414,29211,264489
60231,14104,264487
22713,28332,264471
7768,9922,264471
62034,25447,264414
22338,27859,264399
13435,16950,264397
60053,13069,264397
62947,30667,264355
14331,18053,264329
7701,9836,264328
13430,16943,264326
12097,15266,264324
4309,5575,264283
58767,5343,264269
16294,20396,264256
22272,27767,264246
24115,30089,264237
60893,17989,264225
9026,11464,264208
12378,15608,264206
24199,30201,264194
5217,6736,264193
59108,7324,264192
11181,14110,264189
59659,10562,264175
21695,27041,264172
25152,31362,264161
15480,19438,264156
21411,26704,264156
24421,30477,264156
17638,22053,264153
61521,22128,264149
8873,11274,264147
9207,11687,264145
10134,12846,264130
20639,25747,264120
4156,5390,264101
17760,22195,264090
16130,20200,264089
62280,26932,264087
16714,20931,264078
18843,23497,264075
7588,9701,264049
18531,23128,264034
61174,19848,264030
21918,27315,264023
61066,19079,263994
20950,26135,263964
9652,12252,263948
17599,22007,263898
64364,26446,263887
7741,9884,263886
62384,27608,263883
16418,20543,263874
5909,7600,263869
20071,25043,263869
5289,6825,263847
7615,9735,263838
10937,13812,263833
8313,10587,263830
9986,12676,263811
59971,12414,263800
7190,9194,263793
11638,14692,263762
8843,11236,263746
3925,5127,263727
7511,9599,263717
13434,16948,263716
5156,6662,263681
20880,26053,263675
4351,5630,263673
62688,29210,263657
6842,8755,263655
59508,9654,263622
17422,21798,263621
22944,28612,263603
24917,31084,263590
9056,11500,263584
25393,31657,263561
5696,7318,263559
9194,11670,263555
11264,14217,263539
17118,21418,263533
7772,9927,263529
5507,7081,263528
8428,10722,263524
23038,28733,263490
22011,27435,263480
10886,13746,263473
18308,22847,263454
60297,14447,263449
10242,12954,263440
12504,15768,263437
25582,31904,263420
13735,17321,263417
11292,14254,263404
5857,7532,263368
14281,17990,263366
15059,18935,263361
6727,8604,263355
64003,12394,263340
13385,16884,263324
23856,29767,263306
19734,24604,263265
9942,12617,263264
11763,14860,263262
18680,23298,263256
19444,24244,263246
20182,25172,263240
19001,23699,263232
12822,16173,263223
23926,29852,263219
62764,29665,263209
16980,21250,263204
60178,13783,263194
7957,10143,263191
63130,31819,263165
3999,5206,263160
26163,32628,263158
13112,16532,263147
63158,32019,263119
17951,22417,263084
4554,5879,263066
23250,28998,263064
58910,6099,263053
20016,24972,263037
4522,5839,263036
23929,29857,263022
19214,23963,263013
18712,23336,262985
63952,10360,262976
17525,21918,262967
23350,29132,262958
63933,9518,262955
11750,14846,262942
61945,24943,262936
61195,20081,262893
11665,14724,262884
21594,26916,262883
7086,9068,262879
25875,32273,262879
10984,13875,262870
20521,25592,262861
19765,24639,262856
15251,19173,262825
25841,32231,262819
19944,24865,262806
18489,23082,262795
19766,24642,262788
15115,19004,262787
22446,27996,262770
18013,22491,262767
4132,5357,262753
24612,30712,262749
16971,21237,262736
12845,16204,262734
26057,32501,262731
3933,5135,262720
62580,28659,262705
4526,5844,262701
18305,22844,262673
12211,15403,262663
12170,15356,262632
17973,22441,262628
9243,11736,262614
4062,5276,262601
16335,20443,262593
9418,11957,262586
4749,6142,262563
16798,21029,262557
19886,24791,262554
12534,15806,262535
4827,6246,262466
10540,13304,262458
18459,23044,262454
13134,16564,262452
26190,32660,262416
25998,32426,262415
23289,29052,262396
62664,29082,262393
12498,15759,262388
19753,24625,262382
24898,31057,262381
18720,23348,262358
6532,8358,262353
61707,23539,262351
5761,7411,262327
18184,22698,262315
59750,11116,262313
14083,17735,262289
8459,10759,262252
60490,15621,262232
62457,27948,262232
22201,27675,262229
59410,9118,262227
15246,19166,262209
21584,26902,262195
7342,9389,262191
62838,30053,262169
5811,7481,262167
19269,24024,262150
13601,17137,262141
25233,31458,262133
3950,5156,262126
15336,19275,262124
12209,15401,262105
21989,27405,262096
7619,9739,262084
14944,18792,262082
14001,17640,262050
5404,6955,262027
62531,28361,262021
23425,29228,262013
59248,8210,261956
15395,19341,261934
60590,16188,261899
64568,22084,261888
61899,24731,261887
59927,12149,261882
24710,30826,261870
7336,9382,261859
4263,5518,261851
19167,23900,261848
11809,14917,261834
8024,10218,261829
5583,7173,261827
60166,13690,261825
61289,20685,261821
64188,19883,261805
17374,21736,261788
19282,24042,261786
63898,8019,261778
25124,31330,261775
7187,9190,261766
20970,26157,261762
17470,21853,261751
20248,25266,261736
23291,29055,261709
15113,19002,261702
62417,27783,261698
58812,5602,261681
4559,5884,261668
60376,14870,261657
6571,8411,261650
17648,22065,261640
19928,24846,261639
26111,32564,261637
20892,26069,261621
20667,25787,261589
19527,24348,261565
17321,21672,261564
15887,19930,261555
6545,8375,261552
7407,9469,261551
23259,29011,261536
5703,7330,261530
20923,26108,261530
18713,23337,261525
12343,15563,261524
21152,26386,261498
12628,15933,261486
64577,30815,261478
10348,13071,261465
62791,29786,261465
60092,13315,261461
7283,9321,261452
14234,17928,261450
19173,23909,261437
61461,21717,261421
18979,23668,261417
7751,9896,261414
5117,6613,261408
60657,16605,261397
24714,30832,261373
18085,22574,261370
63106,31689,261356
62151,26077,261346
60414,15091,261326
4489,5801,261324
62925,30538,261266
62818,29966,261253
17656,22075,261218
62155,26094,261204
17646,22062,261187
12973,16361,261172
23102,28812,261148
17385,21752,261144
63036,31270,261144
16243,20339,261121
60319,14596,261116
15635,19617,261111
63889,7793,261074
17371,21733,261071
8005,10196,261056
6809,8713,261048
24747,30870,261041
6210,7972,261032
14552,18319,261027
22661,28269,261009
19639,24488,260993
15283,19211,260977
8133,10359,260973
13498,17023,260971
60632,16471,260967
7522,9613,260965
58970,6441,260922
24606,30705,260899
11613,14663,260898
64036,13840,260879
3991,5198,260870
15199,19110,260868
13914,17532,260857
12455,15707,260856
4966,6421,260819
5321,6858,260817
8101,10319,260814
16178,20257,260801
19166,23898,260791
11347,14322,260782
21783,27151,260775
19452,24252,260760
21638,26970,260754
64151,17803,260753
58946,6313,260748
60262,14269,260729
17702,22131,260718
6951,8892,260698
24961,31136,260692
58769,5358,260679
25045,31236,260676
4979,6438,260672
9895,12558,260670
17431,21808,260663
6996,8951,260654
23376,29165,260641
62094,25771,260629
16292,20394,260618
61034,18903,260614
19078,23793,260606
24593,30687,260576
25436,31717,260559
6013,7722,260549
13419,16929,260534
17146,21456,260530
62052,25546,260524
63226,32395,260517
8261,10518,260511
25566,31884,260507
25183,31401,260502
15651,19636,260492
7799,9965,260476
12128,15305,260465
4580,5912,260456
17489,21876,260435
14460,18213,260431
5698,7320,260421
25383,31646,260414
24184,30184,260402
11865,14984,260399
23971,29910,260397
62964,30799,260392
14871,18707,260384
62863,30167,260383
19554,24380,260381
63972,11110,260372
21318,26587,260371
7364,9417,260358
19760,24633,260338
21899,27291,260318
25718,32071,260312
10899,13762,260311
8007,10198,260304
5604,7195,260285
60733,17020,260283
25361,31614,260282
61443,21607,260269
4649,6015,260257
19484,24293,260254
14784,18592,260249
7218,9235,260242
8474,10776,260231
58817,5619,260230
18474,23064,260226
16914,21158,260223
25980,32405,260217
23663,29521,260215
63973,11316,260201
20562,25650,260192
23115,28830,260191
9996,12690,260185
15675,19671,260183
5049,6527,260164
14124,17790,260164
6332,8122,260151
21554,26866,260142
11122,14043,260140
59807,11508,260139
18190,22706,260138
26016,32450,260131
16754,20977,260128
20360,25392,260120
11531,14561,260119
18242,22766,260109
26045,32486,260090
58764,5337,260078
11925,15063,260057
14375,18103,260056
22004,27426,260055
60353,14778,260050
23462,29277,260044
12839,16198,260037
11426,14430,260032
16726,20945,260026
62606,28794,260025
11962,15114,260021
7753,9898,260005
15380,19323,259992
6069,7788,259990
63196,32215,259985
58736,5044,259979
18094,22586,259971
14732,18533,259949
25068,31262,259929
11111,14028,259910
19103,23823,259906
10738,13548,259899
26043,32484,259898
61544,22388,259896
24150,30136,259876
21565,26878,259873
17676,22099,259872
18821,23473,259871
13328,16813,259859
10450,13190,259859
61603,22831,259835
17040,21322,259833
62738,29485,259811
24210,30213,259799
18569,23172,259788
22563,28144,259769
59801,11454,259763
5855,7530,259757
24965,31141,259755
19313,24077,259755
8446,10744,259753
15997,20042,259735
14316,18035,259733
61128,19566,259728
60992,18667,259725
5667,7279,259721
19745,24616,259717
21206,26451,259716
62957,30748,259706
21091,26316,259706
4659,6028,259682
8380,10663,259652
14926,18770,259643
9926,12600,259625
11018,13917,259553
8919,11325,259536
8495,10802,259535
4720,6111,259518
11168,14094,259500
24985,31165,259489
59426,9199,259481
22036,27467,259478
9991,12681,259471
8411,10698,259468
6024,7736,259458
9018,11452,259453
60083,13273,259450
11216,14152,259449
21304,26568,259448
8302,10572,259441
19533,24355,259437
61327,20890,259426
12945,16324,259420
13927,17545,259414
25707,32057,259405
6291,8068,259398
5801,7471,259387
24124,30099,259381
8612,10948,259369
22402,27942,259360
12574,15861,259323
64347,25744,259245
12127,15304,259239
11526,14556,259214
10271,12986,259208
25872,32269,259203
12662,15975,259183
20094,25070,259151
60606,16314,259140
7402,9464,259132
24537,30623,259116
20600,25696,259076
15289,19218,259063
9605,12193,259062
63922,8864,259056
4778,6181,259043
23679,29539,259041
18630,23238,259019
24381,30428,259009
62949,30697,259009
62919,30509,258980
64223,21334,258971
20131,25112,258962
17999,22474,258937
9454,12002,258920
6492,8310,258897
11415,14416,258892
25885,32289,258885
16134,20206,258880
24116,30090,258859
60725,16964,258858
64329,24922,258853
24672,30783,258831
13643,17191,258830
7111,9096,258822
25604,31928,258816
23705,29574,258804
24069,30032,258797
60699,16800,258766
18714,23338,258751
20951,26136,258726
17059,21343,258716
6126,7862,258699
62366,27488,258690
8569,10893,258681
58870,5937,258674
23404,29200,258673
4415,5707,258644
59701,10871,258641
24049,30008,258640
16250,20348,258633
18945,23622,258626
62297,27033,258624
25729,32088,258619
4311,5577,258612
21649,26983,258609
59427,9207,258601
59446,9284,258586
60459,15444,258579
12609,15908,258530
16502,20649,258522
61926,24881,258504
20354,25385,258493
9067,11512,258447
12688,16008,258445
15502,19461,258433
23707,29576,258422
7586,9699,258409
17523,21916,258406
14880,18716,258384
15882,19924,258384
19032,23738,258362
25465,31753,258360
59492,9530,258354
17073,21362,258353
23579,29421,258342
18839,23493,258329
62322,27227,258306
14501,18259,258305
6241,8009,258293
14458,18208,258280
61176,19853,258280
24176,30173,258279
10046,12751,258257
4958,6411,258254
24418,30474,258245
12673,15990,258195
16674,20873,258190
15795,19810,258169
60515,15762,258161
9827,12474,258132
20090,25066,258129
8010,10201,258106
8413,10701,258098
10915,13782,258083
5063,6546,258079
9417,11955,258075
9415,11953,258073
24362,30403,258071
23136,28856,258049
60891,17983,258041
64502,31879,258034
59299,8510,258024
6421,8225,258008
22194,27663,258005
19067,23779,257994
13728,17311,257990
6025,7737,257951
25103,31304,257949
24777,30909,257946
5486,7053,257946
20160,25144,257940
23538,29367,257935
10422,13159,257916
14968,18819,257903
18352,22902,257889
18440,23023,257870
16866,21106,257869
7016,8976,257862
20459,25521,257861
11276,14231,257861
20733,25868,257851
61267,20574,257830
3898,5099,257829
7189,9192,257827
19074,23787,257818
6823,8732,257806
61746,23732,257764
20897,26076,257729
16403,20519,257712
15479,19437,257708
62892,30352,257697
18751,23384,257694
62272,26892,257659
21958,27362,257659
60658,16606,257657
23046,28741,257640
6714,8584,257626
22899,28562,257610
19761,24634,257605
18562,23165,257547
60828,17609,257544
6621,8473,257527
18884,23543,257523
24221,30225,257494
12193,15382,257490
15206,19119,257488
21255,26510,257484
11043,13951,257448
19496,24305,257446
61679,23314,257445
59122,7371,257431
14932,18777,257428
7590,9703,257419
25789,32171,257384
62990,30961,257367
60475,15556,257354
21937,27336,257351
15975,20019,257348
59200,7883,257332
8959,11376,257320
19501,24313,257311
25497,31800,257306
25007,31189,257292
6222,7988,257291
25737,32099,257269
59055,7023,257249
4534,5852,257242
14439,18186,257239
6208,7970,257224
4280,5539,257209
4019,5226,257206
17454,21834,257201
16284,20383,257170
24363,30404,257097
13018,16410,257091
18560,23163,257080
6251,8024,257065
18643,23252,257042
7219,9236,257041
8421,10711,257038
17878,22333,257038
64293,23797,257033
7935,10119,256981
7675,9802,256953
5242,6768,256931
17797,22241,256928
21832,27209,256902
9728,12349,256901
21341,26616,256895
19997,24944,256894
8599,10932,256876
22495,28064,256865
12695,16020,256863
60781,17292,256830
24409,30463,256830
25793,32176,256795
5082,6569,256793
26137,32596,256788
13174,16612,256779
19368,24150,256776
15753,19755,256753
62046,25487,256741
18772,23414,256737
11855,14971,256727
61732,23669,256726
23543,29373,256723
61868,24499,256717
25462,31749,256717
10994,13886,256700
14504,18263,256686
11035,13942,256680
15232,19150,256676
62455,27933,256676
7331,9377,256659
20460,25522,256642
60872,17886,256625
15831,19858,256620
63007,31075,256584
15892,19935,256576
23320,29093,256552
17036,21318,256549
7492,9578,256541
64078,15228,256531
16843,21080,256524
61316,20851,256513
16153,20230,256489
8943,11354,256487
24179,30176,256474
9678,12284,256471
23051,28747,256462
16733,20952,256452
22334,27855,256446
61155,19769,256441
21347,26623,256441
15447,19398,256439
12666,15979,256427
17260,21593,256427
64057,14498,256413
13449,16965,256402
5436,6990,256382
15881,19923,256375
8382,10665,256372
15310,19242,256338
13037,16434,256330
60988,18629,256320
13264,16726,256306
5412,6964,256304
15889,19932,256304
59528,9722,256294
25753,32123,256290
9814,12456,256288
14131,17798,256274
13146,16579,256272
63993,11951,256262
19577,24405,256259
21092,26317,256250
14359,18085,256250
14081,17733,256242
10374,13103,256226
18688,23306,256213
62244,26666,256199
22915,28580,256197
63227,32408,256193
20111,25087,256190
58789,5476,256182
18735,23364,256180
9791,12424,256179
58804,5553,256161
60851,17771,256158
5194,6710,256151
60625,16454,256145
6158,7904,256130
23833,29738,256129
60027,12698,256129
17200,21517,256111
62285,26958,256087
14011,17650,256075
17818,22265,256071
25051,31244,256067
15880,19922,256066
19008,23708,256061
25131,31339,256055
60272,14332,256054
14267,17967,256051
59462,9364,256050
9896,12559,256050
8282,10546,256020
10009,12706,256009
26081,32528,255994
26200,32672,255992
62183,26280,255988
10169,12881,255987
24335,30369,255983
25903,32315,255965
22697,28313,255965
24110,30084,255933
25095,31295,255929
18042,22527,255889
64338,25483,255883
12807,16156,255866
14626,18406,255861
6105,7840,255849
16629,20812,255837
3970,5177,255810
7478,9562,255808
10196,12908,255799
61330,20900,255791
60648,16541,255791
22310,27815,255773
25873,32270,255766
59193,7830,255760
18649,23258,255747
5759,7409,255740
8009,10200,255736
25303,31541,255735
25387,31650,255725
59139,7449,255708
5829,7500,255683
16551,20709,255664
26233,32712,255657
62642,28995,255642
22122,27574,255615
61827,24263,255610
17044,21326,255602
7311,9351,255582
13441,16956,255580
17368,21727,255573
3463,4628,255554
63925,9027,255541
9467,12020,255535
11317,14288,255534
15466,19421,255531
8312,10586,255528
10870,13727,255528
19358,24138,255471
60754,17184,255470
16788,21015,255459
26064,32509,255447
7510,9597,255441
25996,32424,255425
11116,14035,255422
15410,19356,255395
58965,6420,255377
62040,25469,255342
23811,29706,255323
24847,30997,255314
9286,11797,255304
16126,20195,255240
16282,20381,255231
59695,10827,255231
12040,15203,255224
17100,21398,255218
15908,19952,255206
4360,5641,255203
21016,26221,255202
19721,24584,255186
11233,14173,255167
17810,22257,255140
23536,29364,255137
7809,9981,255136
13236,16689,255091
18382,22941,255089
22896,28559,255085
15329,19267,255081
24030,29981,255067
20343,25374,255034
24844,30994,255031
62413,27745,255009
9679,12285,255002
15458,19412,254996
3965,5172,254993
23447,29254,254975
25517,31827,254975
15104,18989,254972
7073,9051,254951
62097,25782,254938
21166,26401,254925
14305,18019,254924
10333,13053,254903
7496,9582,254902
60836,17687,254896
62808,29903,254868
6820,8729,254868
15928,19972,254866
16553,20715,254865
21141,26374,254846
25386,31649,254819
11699,14773,254790
11061,13975,254780
13218,16666,254776
13916,17534,254774
14470,18224,254766
4767,6166,254762
14020,17661,254745
19402,24191,254743
6114,7850,254734
8030,10225,254726
21254,26509,254719
21499,26802,254711
25309,31547,254698
63085,31599,254690
22890,28553,254662
17223,21549,254654
24379,30425,254649
21441,26736,254649
7523,9614,254646
64409,27833,254631
62749,29556,254619
19033,23739,254616
23372,29160,254607
14576,18347,254605
22853,28509,254552
60538,15885,254548
18462,23050,254543
21952,27355,254538
16636,20820,254534
16556,20719,254530
10507,13260,254504
13781,17378,254487
58983,6514,254478
59302,8527,254473
25513,31820,254431
16797,21028,254419
22639,28244,254415
10326,13043,254412
8396,10681,254410
21526,26835,254409
8395,10680,254362
14408,18150,254357
62017,25301,254338
24170,30163,254331
25018,31202,254327
9673,12279,254326
16697,20904,254320
12654,15965,254311
15260,19184,254303
18162,22669,254298
25782,32161,254271
62727,29428,254248
64326,24852,254209
11964,15118,254203
63117,31750,254168
60336,14676,254150
25747,32112,254132
8735,11109,254129
16851,21089,254129
60817,17547,254117
21179,26417,254113
60736,17056,254094
11580,14621,254089
23637,29493,254061
18631,23239,254035
5971,7673,254025
60711,16886,254009
25162,31377,253990
19469,24275,253987
20137,25119,253976
59304,8539,253958
13825,17430,253953
15900,19943,253942
12346,15566,253936
11414,14415,253935
19378,24162,253893
9040,11480,253840
10746,13557,253839
17152,21464,253768
25048,31239,253765
16596,20769,253763
7982,10170,253759
17843,22291,253747
21263,26520,253741
62673,29129,253731
15913,19957,253722
21178,26416,253699
26231,32710,253688
18724,23353,253680
25576,31897,253671
14831,18651,253659
19034,23740,253653
7984,10172,253648
9280,11788,253628
60435,15269,253625
18463,23051,253624
64037,13854,253611
13965,17592,253603
13472,16992,253592
10987,13879,253589
25394,31659,253582
19943,24864,253578
7090,9073,253553
14215,17905,253536
15963,20007,253525
15278,19204,253515
7778,9934,253495
13885,17501,253490
24783,30915,253482
7624,9747,253470
61906,24775,253465
63828,5905,253461
61763,23879,253433
25493,31792,253417
62539,28392,253385
61621,22911,253372
58711,4455,253365
16925,21173,253349
24027,29977,253345
21632,26963,253336
5014,6481,253327
8220,10465,253317
64131,16941,253317
64373,26931,253313
23274,29034,253311
8360,10641,253291
61552,22459,253288
9369,11894,253273
8906,11310,253267
24549,30639,253261
4733,6125,253252
60870,17880,253233
14429,18173,253228
58828,5695,253198
10740,13550,253175
14805,18621,253168
60385,14925,253160
13901,17519,253154
59313,8599,253150
4945,6393,253142
61606,22837,253135
17373,21735,253131
10566,13339,253128
15495,19454,253127
4428,5720,253091
19895,24801,253089
15439,19389,253081
19418,24214,253081
10885,13745,253072
17048,21330,253055
7094,9077,253054
58729,5022,253048
19284,24044,253029
25683,32025,253022
60325,14622,252975
15367,19310,252966
62037,25451,252948
62311,27122,252946
23157,28880,252946
19754,24626,252928
8198,10440,252920
16869,21109,252920
12057,15221,252908
59173,7706,252893
22456,28008,252886
12840,16199,252876
14252,17949,252876
25352,31603,252873
5893,7578,252863
59220,7977,252860
12080,15246,252853
9998,12693,252846
9506,12068,252833
59628,10398,252812
19775,24652,252805
4658,6027,252798
4514,5828,252796
14045,17688,252769
16591,20762,252740
12818,16168,252737
18406,22973,252708
4343,5621,252708
23417,29216,252694
59815,11538,252686
4539,5858,252675
6563,8400,252669
8363,10645,252661
19582,24412,252639
5492,7064,252637
7669,9796,252633
60244,14180,252631
63998,12090,252613
3944,5149,252606
22083,27528,252582
59896,11981,252555
20198,25194,252553
20608,25706,252544
60410,15078,252543
15013,18877,252524
20050,25017,252516
14729,18530,252489
15772,19779,252482
61587,22697,252481
15932,19976,252477
59123,7372,252466
10294,13009,252466
16295,20398,252442
60832,17635,252421
23418,29219,252410
21200,26443,252399
4168,5403,252390
21067,26285,252390
5472,7038,252375
22933,28599,252372
62406,27700,252356
5764,7415,252356
61419,21461,252352
14074,17724,252347
10306,13022,252328
14974,18826,252325
20607,25705,252325
7956,10142,252306
6221,7987,252302
8215,10459,252263
3976,5183,252258
4926,6366,252240
20357,25389,252236
16871,21111,252222
25335,31582,252215
64533,32760,252211
9443,11989,252210
20279,25304,252191
10302,13017,252188
24569,30662,252171
23548,29379,252170
13293,16764,252148
59725,10991,252145
20738,25876,252127
62321,27207,252124
12775,16119,252076
15710,19709,252076
11222,14160,252067
19259,24013,252064
16467,20606,252062
15286,19214,252050
4997,6461,252041
58930,6215,252036
62711,29327,252024
25161,31375,252016
63057,31399,252000
61851,24413,251990
59063,7080,251969
62497,28167,251951
12661,15974,251946
7192,9197,251929
17267,21602,251908
4919,6359,251903
13809,17411,251894
17437,21814,251892
61505,22033,251891
61549,22421,251886
18300,22839,251878
20729,25863,251803
12235,15431,251784
19923,24841,251755
13031,16428,251742
20889,26066,251721
5828,7499,251712
12007,15163,251685
10441,13180,251671
19597,24434,251606
25214,31436,251593
15741,19742,251592
11828,14940,251578
23214,28949,251573
4745,6138,251567
61144,19647,251556
15191,19100,251530
19051,23758,251528
15099,18984,251526
9476,12030,251492
18636,23244,251488
18065,22553,251476
20919,26104,251474
64064,14751,251474
20920,26105,251442
10503,13255,251429
60329,14645,251418
19681,24541,251415
10109,12821,251399
6189,7943,251393
17987,22458,251388
64328,24921,251386
23944,29878,251376
6942,8882,251342
59316,8607,251306
19127,23851,251301
4935,6378,251289
13400,16903,251279
62794,29810,251272
21833,27210,251233
22074,27518,251222
18513,23109,251222
60446,15354,251211
12601,15898,251190
4330,5601,251188
15140,19031,251181
5011,6477,251178
5111,6607,251177
12550,15830,251161
23946,29880,251157
21065,26283,251133
59718,10956,251112
8110,10328,251105
16215,20305,251093
25666,32005,251089
15523,19485,251086
19124,23848,251076
64189,19887,251076
6026,7738,251063
59805,11482,251051
24347,30384,251037
62575,28642,251032
13356,16844,251003
7488,9572,250999
25792,32175,250996
6050,7766,250965
19244,23997,250960
10115,12827,250950
60320,14597,250927
60310,14539,250925
5437,6991,250920
25776,32152,250914
4985,6445,250906
5181,6692,250893
22288,27784,250892
13390,16891,250860
25733,32095,250835
60302,14471,250834
4975,6432,250828
59945,12256,250822
62883,30290,250806
17077,21366,250801
62092,25769,250794
15869,19910,250788
14172,17849,250731
21944,27345,250710
59873,11858,250702
21167,26404,250695
8589,10922,250691
19181,23920,250676
60144,13608,250676
19985,24924,250637
4932,6374,250606
23745,29621,250605
59352,8796,250603
11545,14578,250582
18434,23014,250575
19222,23973,250545
63928,9159,250536
17834,22282,250531
8615,10952,250512
23721,29593,250495
61364,21170,250492
26060,32504,250464
25304,31542,250447
22850,28506,250446
24336,30370,250437
4833,6254,250426
62744,29540,250424
11605,14655,250419
4204,5448,250412
13226,16674,250393
18603,23208,250392
18525,23122,250386
21906,27300,250385
14048,17691,250374
26107,32559,250373
62334,27297,250354
64471,30626,250349
13306,16784,250307
13628,17170,250305
13092,16507,250299
17460,21842,250284
24536,30622,250282
10473,13215,250265
11510,14535,250231
11552,14586,250225
60242,14178,250179
11891,15018,250176
17532,21925,250170
